city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time,lat_bin,long_bin
downingtown,pa,United States,cigar,120.0,2 mins,2/1/2007,40.0063889,-75.7036111,1/11/2007,08:30,"(39.927, 40.655]","(-76.978, -74.629]"
blue springs,mo,United States,disk,5.0,5 seconds,12/12/2009,39.0169444,-94.2813889,11/1/2007,08:37,"(38.582, 39.162]","(-96.949, -93.855]"
blue springs,mo,United States,disk,5.0,5 seconds,12/12/2009,39.0169444,-94.2813889,11/1/2007,08:37,"(38.582, 39.162]","(-96.949, -93.855]"
lafayette,la,United States,rectangle,300.0,3 to 5 minutes,3/19/2009,30.2238889,-92.0197222,11/1/2007,10:00,"(27.9, 30.421]","(-93.855, -90.198]"
topsfield,ma,United States,disk,180.0,3 minutes,11/28/2007,42.6375,-70.95,11/1/2007,18:00,"(42.439, 43.174]","(-72.787, -3.381]"
andover,ks,United States,oval,4.0,3-4 seconds,2/1/2007,37.7138889,-97.1361111,1/11/2007,18:55,"(37.669, 38.582]","(-104.058, -96.949]"
kit carson,co,United States,other,4.0,4 seconds,11/28/2007,38.7611111,-102.7888889,11/1/2007,19:20,"(38.582, 39.162]","(-104.058, -96.949]"
hertford,nc,United States,light,8.0,8 seconds,11/28/2007,36.19,-76.4663889,11/1/2007,19:30,"(35.227, 36.2]","(-76.978, -74.629]"
mcminnville,or,United States,sphere,3600.0,45-60 min,2/1/2007,45.2102778,-123.1975,1/11/2007,19:30,"(44.712, 46.73]","(-169.543, -122.483]"
san rafael,ca,United States,changing,480.0,8 mins,11/28/2007,37.9736111,-122.53,11/1/2007,19:30,"(37.669, 38.582]","(-169.543, -122.483]"
jacksonville,fl,United States,light,10.0,10 secounds,1/10/2009,30.3319444,-81.6558333,11/1/2007,20:00,"(27.9, 30.421]","(-82.495, -80.966]"
pleasanton,ca,United States,disk,180.0,3 minutes,11/28/2007,37.6625,-121.8736111,11/1/2007,20:00,"(36.2, 37.669]","(-122.483, -121.787]"
manteca,ca,United States,disk,600.0,10 minutes,2/1/2007,37.7975,-121.215,1/11/2007,20:15,"(37.669, 38.582]","(-121.787, -118.34]"
pleasanton,ca,United States,disk,180.0,3 minutes,11/28/2007,37.6625,-121.8736111,11/1/2007,20:40,"(36.2, 37.669]","(-122.483, -121.787]"
newport beach,ca,United States,circle,60.0,1 minute,11/28/2007,33.6188889,-117.9280556,11/1/2007,20:45,"(32.776, 33.631]","(-118.34, -116.419]"
hazard,ky,United States,triangle,600.0,7-10 min,11/28/2007,37.2494444,-83.1933333,11/1/2007,21:00,"(36.2, 37.669]","(-83.971, -82.495]"
leslie county,ky,United States,triangle,600.0,10 min,11/28/2007,36.7794444,-85.4519444,11/1/2007,21:00,"(36.2, 37.669]","(-85.922, -83.971]"
wooten,ky,United States,triangle,600.0,10 mins,11/28/2007,37.178982,-83.302123,11/1/2007,21:00,"(36.2, 37.669]","(-83.971, -82.495]"
las cruces,nm,United States,oval,300.0,5 minutes,11/28/2007,32.3122222,-106.7777778,11/1/2007,22:00,"(30.421, 32.776]","(-111.694, -104.058]"
st. louis,mo,United States,flash,21600.0,at least 6 hours,11/28/2007,38.6272222,-90.1977778,11/1/2007,22:00,"(38.582, 39.162]","(-93.855, -90.198]"
st. peters,mo,United States,unknown,60.0,60 seconds,1/21/2008,38.8002778,-90.6263889,1/11/2007,22:19,"(38.582, 39.162]","(-93.855, -90.198]"
fredericton (canada),nb,Canada,fireball,5.0,3-5 seconds,11/28/2007,45.95,-66.633333,11/1/2007,23:00,"(44.712, 46.73]","(-72.787, -3.381]"
franklin park,il,United States,changing,5.0,5 seconds,11/28/2007,41.9352778,-87.8655556,11/1/2007,23:35,"(41.721, 42.439]","(-90.198, -87.821]"
mars hill,nc,United States,circle,2.0,seconds,11/28/2007,35.8263889,-82.5494444,11/1/2007,23:45,"(35.227, 36.2]","(-83.971, -82.495]"
vermontville,mi,United States,light,30.0,about 30 secs.,1/10/2009,42.6288889,-85.0241667,11/1/2008,00:00,"(42.439, 43.174]","(-85.922, -83.971]"
salina,ks,United States,egg,10.0,<10sec,1/10/2009,38.8402778,-97.6111111,11/1/2008,00:10,"(38.582, 39.162]","(-104.058, -96.949]"
cleveland,tn,United States,oval,12.0,12 seconds total,1/10/2009,35.1594444,-84.8766667,11/1/2008,00:30,"(34.148, 35.227]","(-85.922, -83.971]"
gig harbor,wa,United States,light,2700.0,45 minutes,2/14/2008,47.3294444,-122.5788889,1/11/2008,01:00,"(46.73, 48.88]","(-169.543, -122.483]"
lincoln park,mi,United States,unknown,2100.0,35 minutes,1/10/2009,42.2505556,-83.1786111,11/1/2008,02:00,"(41.721, 42.439]","(-83.971, -82.495]"
milledgeville,ga,United States,oval,3600.0,1 hour,1/10/2009,33.08,-83.2322222,11/1/2008,02:00,"(32.776, 33.631]","(-83.971, -82.495]"
winchester,va,United States,oval,180.0,1-3 minute,1/10/2009,39.1855556,-78.1636111,11/1/2008,02:00,"(39.162, 39.927]","(-79.417, -76.978]"
richmond hill,ga,United States,light,180.0,3 minutes,4/14/2009,31.9380556,-81.3036111,11/1/2008,03:15,"(30.421, 32.776]","(-82.495, -80.966]"
bergen,ny,United States,formation,60.0,1 minute,1/21/2008,43.0852778,-77.9425,1/11/2008,06:00,"(42.439, 43.174]","(-79.417, -76.978]"
phoenix,az,United States,oval,3600.0,1 hour,1/21/2008,33.4483333,-112.0733333,1/11/2008,08:30,"(32.776, 33.631]","(-116.419, -111.694]"
osceola,ne,United States,cigar,30.0,30 sec,1/10/2009,41.1797222,-97.5472222,11/1/2008,10:05,"(40.655, 41.246]","(-104.058, -96.949]"
lafayette,la,United States,unknown,2.0,1-2 seconds,1/10/2009,30.2238889,-92.0197222,11/1/2008,14:00,"(27.9, 30.421]","(-93.855, -90.198]"
kingwood,tx,United States,circle,2700.0,45 min,1/10/2009,30.057536,-95.190299,11/1/2008,15:00,"(27.9, 30.421]","(-96.949, -93.855]"
franklin,tn,United States,light,300.0,5 minutes,1/10/2009,35.925,-86.8688889,11/1/2008,19:00,"(35.227, 36.2]","(-87.821, -85.922]"
new york city (staten island),ny,United States,sphere,5.0,5 seconds,1/10/2009,40.7141667,-74.0063889,11/1/2008,19:00,"(40.655, 41.246]","(-74.629, -72.787]"
hwy 21 (monroe county),wi,United States,light,5.0,5 seconds,4/14/2009,44.025847,-89.690188,11/1/2008,20:00,"(43.174, 44.712]","(-90.198, -87.821]"
hyvink&auml;&auml; (finland),,Finland,light,120.0,2 minutes,1/10/2009,60.631811,24.857883,11/1/2008,20:00,"(48.88, 70.292]","(-3.381, 178.018]"
asheville,nc,United States,flash,2.0,2 seconds,1/10/2009,35.6008333,-82.5541667,11/1/2008,20:40,"(35.227, 36.2]","(-83.971, -82.495]"
houston,tx,United States,triangle,5.0,4-5 seconds,1/21/2008,29.7630556,-95.3630556,1/11/2008,21:00,"(27.9, 30.421]","(-96.949, -93.855]"
louisville,ky,United States,light,7200.0,2 hours,1/10/2009,38.2541667,-85.7594444,11/1/2008,21:00,"(37.669, 38.582]","(-85.922, -83.971]"
springville,tn,United States,formation,1800.0,30 min,1/10/2009,36.2491667,-88.1530556,11/1/2008,21:00,"(36.2, 37.669]","(-90.198, -87.821]"
saint george,ut,United States,triangle,1920.0,32 minutes,1/10/2009,37.1041667,-113.5833333,11/1/2008,21:03,"(36.2, 37.669]","(-116.419, -111.694]"
el cajon,ca,United States,oval,1200.0,15-20 minutes,1/10/2009,32.7947222,-116.9616667,11/1/2008,21:15,"(32.776, 33.631]","(-118.34, -116.419]"
glenrothes (uk/scotland),,United Kingdom,circle,240.0,4 minutes,1/10/2009,56.2,-3.183333,11/1/2008,21:20,"(48.88, 70.292]","(-3.381, 178.018]"
chattanooga,tn,United States,light,60.0,1 min,1/10/2009,35.0455556,-85.3097222,11/1/2008,22:00,"(34.148, 35.227]","(-85.922, -83.971]"
t&oslash;nsberg (norway),,Norway,fireball,300.0,5 minutes,8/30/2013,59.26757,10.407561,1/11/2008,22:00,"(48.88, 70.292]","(-3.381, 178.018]"
los angeles,ca,United States,disk,120.0,2 minutes,1/10/2009,34.0522222,-118.2427778,11/1/2008,22:30,"(33.631, 34.148]","(-118.34, -116.419]"
dandridge,tn,United States,rectangle,140.0,90-140 seconds,1/5/2011,36.0152778,-83.415,11/1/2008,23:00,"(35.227, 36.2]","(-83.971, -82.495]"
palm coast,fl,United States,triangle,420.0,6-7 mins,11/21/2010,29.5847222,-81.2080556,11/1/2008,23:00,"(27.9, 30.421]","(-82.495, -80.966]"
london (southwest) (uk/england),,United Kingdom,light,120.0,2 minutes,1/10/2009,51.514125,-0.093689,1/11/2008,23:25,"(48.88, 70.292]","(-3.381, 178.018]"
naples,fl,United States,triangle,8.0,8 secs,1/21/2008,26.1416667,-81.795,1/11/2008,23:35,"(-46.165, 27.9]","(-82.495, -80.966]"
redding,ca,United States,sphere,120.0,2 minutes,6/3/2010,40.5866667,-122.3905556,11/1/2008,23:45,"(39.927, 40.655]","(-122.483, -121.787]"
santa ana,ca,United States,oval,3600.0,1hour,8/5/2009,33.7455556,-117.8669444,1/11/2009,00:00,"(33.631, 34.148]","(-118.34, -116.419]"
san francisco,ca,United States,fireball,120.0,2 min,3/19/2009,37.775,-122.4183333,1/11/2009,00:02,"(37.669, 38.582]","(-122.483, -121.787]"
redding,ca,United States,changing,2700.0,30-45 minutes,12/12/2009,40.5866667,-122.3905556,11/1/2009,01:48,"(39.927, 40.655]","(-122.483, -121.787]"
dover,de,United States,circle,2700.0,half hour,3/19/2009,39.1580556,-75.5247222,1/11/2009,10:10,"(38.582, 39.162]","(-76.978, -74.629]"
ottumwa,ia,United States,sphere,1800.0,30 mins,12/12/2009,41.0041667,-92.3736111,11/1/2009,16:15,"(40.655, 41.246]","(-93.855, -90.198]"
north charleston,sc,United States,rectangle,900.0,15 minutes,12/12/2009,32.8544444,-79.975,11/1/2009,17:00,"(32.776, 33.631]","(-80.966, -79.417]"
new albany,in,United States,oval,120.0,2 minutes,12/12/2009,38.2855556,-85.8241667,11/1/2009,17:20,"(37.669, 38.582]","(-85.922, -83.971]"
redondo beach,ca,United States,triangle,3.0,3 seconds,12/12/2009,33.8491667,-118.3875,11/1/2009,18:06,"(33.631, 34.148]","(-121.787, -118.34]"
richmond,va,United States,triangle,90.0,1.5 minutes,2/14/2010,37.5536111,-77.4605556,11/1/2009,18:30,"(36.2, 37.669]","(-79.417, -76.978]"
naples,fl,United States,other,120.0,2:00,3/19/2009,26.1416667,-81.795,1/11/2009,19:30,"(-46.165, 27.9]","(-82.495, -80.966]"
corpus christi,tx,United States,unknown,30.0,30 seconds,12/12/2009,27.8002778,-97.3961111,11/1/2009,20:00,"(-46.165, 27.9]","(-104.058, -96.949]"
chennai (india),,India,triangle,300.0,5 minutes,2/14/2010,13.052414,80.250825,11/1/2009,20:10,"(-46.165, 27.9]","(-3.381, 178.018]"
christmas valley,or,United States,light,900.0,15 minutes,3/19/2009,43.2363889,-120.6358333,1/11/2009,20:30,"(43.174, 44.712]","(-121.787, -118.34]"
kelowna (canada),bc,Canada,light,180.0,3 minutes,3/19/2009,49.9,-119.483333,1/11/2009,20:30,"(48.88, 70.292]","(-121.787, -118.34]"
post,tx,United States,light,3.0,3 seconds,12/12/2009,33.1908333,-101.3777778,11/1/2009,20:40,"(32.776, 33.631]","(-104.058, -96.949]"
haiku,hi,United States,light,900.0,15 minutes,3/19/2009,20.9175,-156.3258333,1/11/2009,20:45,"(-46.165, 27.9]","(-169.543, -122.483]"
merrillville,in,United States,disk,600.0,10 minutes,12/12/2009,41.4827778,-87.3327778,11/1/2009,21:00,"(41.246, 41.721]","(-87.821, -85.922]"
tampa,fl,United States,triangle,300.0,5 minutes,12/12/2009,27.9472222,-82.4586111,11/1/2009,21:15,"(27.9, 30.421]","(-82.495, -80.966]"
el dorado hills (suburb of sacramento),ca,United States,light,30.0,30 seconds,12/12/2009,38.6858333,-121.0811111,11/1/2009,21:25,"(38.582, 39.162]","(-121.787, -118.34]"
paterson,nj,United States,triangle,10.0,approx 10 seconds,12/12/2009,40.9166667,-74.1722222,11/1/2009,23:00,"(40.655, 41.246]","(-74.629, -72.787]"
rushville/canandaguia,ny,United States,light,300.0,5 minutes,11/21/2010,42.780892,-77.303723,11/1/2010,00:00,"(42.439, 43.174]","(-79.417, -76.978]"
lakeland,fl,United States,other,60.0,1 minute,2/14/2010,28.0391667,-81.95,1/11/2010,01:30,"(27.9, 30.421]","(-82.495, -80.966]"
fort myers,fl,United States,fireball,15.0,15 seconds,2/14/2010,26.6402778,-81.8725,1/11/2010,01:40,"(-46.165, 27.9]","(-82.495, -80.966]"
yuma,az,United States,diamond,300.0,5 minutes,8/21/2011,32.7252778,-114.6236111,11/1/2010,03:00,"(30.421, 32.776]","(-116.419, -111.694]"
dublin (south australia),,Australia,light,45.0,45 seconds,2/14/2010,-34.45,138.35,1/11/2010,04:00,"(-46.165, 27.9]","(-3.381, 178.018]"
roseville,oh,United States,circle,60.0,1 minute,11/21/2010,39.8072222,-82.0713889,11/1/2010,06:57,"(39.162, 39.927]","(-82.495, -80.966]"
houston,tx,United States,other,300.0,5 -minutes,1/5/2011,29.7630556,-95.3630556,11/1/2010,11:00,"(27.9, 30.421]","(-96.949, -93.855]"
los angeles,ca,United States,sphere,300.0,5 minutes,11/21/2010,34.0522222,-118.2427778,11/1/2010,11:00,"(33.631, 34.148]","(-118.34, -116.419]"
tempe,az,United States,other,20.0,20 seconds,11/21/2010,33.4147222,-111.9086111,11/1/2010,12:50,"(32.776, 33.631]","(-116.419, -111.694]"
forest hills,ny,United States,cylinder,60.0,1 minute,5/15/2013,40.7161111,-73.8505556,11/1/2010,18:00,"(40.655, 41.246]","(-74.629, -72.787]"
toronto (canada),on,Canada,light,10.0,10 sec,11/21/2010,43.666667,-79.416667,11/1/2010,19:45,"(43.174, 44.712]","(-80.966, -79.417]"
los angeles,ca,United States,formation,180.0,2-3 mins,11/21/2010,34.0522222,-118.2427778,11/1/2010,20:15,"(33.631, 34.148]","(-118.34, -116.419]"
casa grande,az,United States,circle,60.0,less than a minute,11/21/2010,32.8794444,-111.7566667,11/1/2010,21:18,"(32.776, 33.631]","(-116.419, -111.694]"
tracy,ca,United States,light,600.0,10 minutes,11/21/2010,37.7397222,-121.4241667,11/1/2010,21:20,"(37.669, 38.582]","(-121.787, -118.34]"
joplin,mo,United States,triangle,10.0,5 to 10 sec.,2/14/2010,37.0841667,-94.5130556,1/11/2010,21:30,"(36.2, 37.669]","(-96.949, -93.855]"
chestertown,md,United States,light,5.0,5 seconds,7/4/2012,39.2088889,-76.0669444,11/1/2010,22:00,"(39.162, 39.927]","(-76.978, -74.629]"
marietta,ga,United States,chevron,30.0,30 seconds,8/7/2011,33.9525,-84.55,11/1/2010,22:00,"(33.631, 34.148]","(-85.922, -83.971]"
yandoit (near daylesford&#44 vic) (australia),,Australia,light,120.0,2 mins,2/14/2010,-37.2,144.1,1/11/2010,22:30,"(-46.165, 27.9]","(-3.381, 178.018]"
leatherwood,ky,United States,other,300.0,5 minutes,2/14/2010,37.0327778,-83.1725,1/11/2010,23:00,"(36.2, 37.669]","(-83.971, -82.495]"
ingleside (canada),on,Canada,triangle,300.0,5 minutes,2/14/2010,45.0,-75.0,1/11/2010,23:25,"(44.712, 46.73]","(-76.978, -74.629]"
belchertown,ma,United States,other,180.0,~3 minutes,11/19/2012,42.2769444,-72.4013889,11/1/2011,00:00,"(41.721, 42.439]","(-72.787, -3.381]"
waxhaw,nc,United States,,5.0,3-5 seconds,1/31/2011,34.9244444,-80.7436111,1/11/2011,00:00,"(34.148, 35.227]","(-80.966, -79.417]"
garden grove,ca,United States,unknown,30.0,30 seconds,1/31/2011,33.7738889,-117.9405556,1/11/2011,00:20,"(33.631, 34.148]","(-118.34, -116.419]"
san francisco,ca,United States,light,120.0,2 min.,12/12/2011,37.775,-122.4183333,11/1/2011,01:15,"(37.669, 38.582]","(-122.483, -121.787]"
perrysburg,oh,United States,other,180.0,3 minutes,12/12/2011,41.5569444,-83.6272222,11/1/2011,02:17,"(41.246, 41.721]","(-83.971, -82.495]"
akron,oh,United States,light,1800.0,30 minutes,12/12/2011,41.0813889,-81.5191667,11/1/2011,02:45,"(40.655, 41.246]","(-82.495, -80.966]"
denver,co,United States,diamond,1800.0,two hours,12/12/2011,39.7391667,-104.9841667,11/1/2011,03:00,"(39.162, 39.927]","(-111.694, -104.058]"
pla (philippines),,Philippines,triangle,60.0,30-60 seconds,5/15/2013,42.70891,1.864656,11/1/2011,03:00,"(42.439, 43.174]","(-3.381, 178.018]"
wadsworth,il,United States,disk,3600.0,1 hour,12/12/2011,42.4286111,-87.9238889,11/1/2011,04:51,"(41.721, 42.439]","(-90.198, -87.821]"
salmon arm (canada),bc,Canada,oval,600.0,5 - 10 minutes,12/12/2011,50.7,-119.283333,1/11/2011,05:11,"(48.88, 70.292]","(-121.787, -118.34]"
downingtown,pa,United States,fireball,10.0,10 seconds,1/31/2011,40.0063889,-75.7036111,1/11/2011,05:19,"(39.927, 40.655]","(-76.978, -74.629]"
delray beach,fl,United States,triangle,3600.0,1 hour,1/31/2011,26.4611111,-80.0730556,1/11/2011,06:03,"(-46.165, 27.9]","(-80.966, -79.417]"
pasadena,tx,United States,disk,60.0,1 minute,12/12/2011,29.6908333,-95.2088889,11/1/2011,07:30,"(27.9, 30.421]","(-96.949, -93.855]"
old river-winfree,tx,United States,sphere,60.0,1 minute,12/12/2011,29.8680556,-94.8325,11/1/2011,07:55,"(27.9, 30.421]","(-96.949, -93.855]"
myrtle beach,sc,United States,light,120.0,2 minutes,12/12/2011,33.6888889,-78.8869444,11/1/2011,17:20,"(33.631, 34.148]","(-79.417, -76.978]"
brampton (canada),on,Canada,cylinder,30.0,30 seconds,8/5/2012,43.683333,-79.766667,11/1/2011,17:30,"(43.174, 44.712]","(-80.966, -79.417]"
beaver,oh,United States,light,15.0,15 seconds,12/12/2011,39.0305556,-82.8244444,11/1/2011,18:10,"(38.582, 39.162]","(-83.971, -82.495]"
buffalo area (in-flight observation),ny,United States,unknown,300.0,5 mins,1/31/2011,42.888614,-78.872212,1/11/2011,18:30,"(42.439, 43.174]","(-79.417, -76.978]"
buffalo area (in-flight observation),ny,United States,unknown,300.0,5 min.,1/31/2011,42.888614,-78.872212,1/11/2011,18:45,"(42.439, 43.174]","(-79.417, -76.978]"
turner,me,United States,fireball,180.0,3 minutes,12/12/2011,44.2563889,-70.2566667,11/1/2011,19:30,"(43.174, 44.712]","(-72.787, -3.381]"
o&#39fallon,il,United States,light,25.0,25 seconds,12/12/2011,38.5922222,-89.9111111,11/1/2011,19:31,"(38.582, 39.162]","(-90.198, -87.821]"
springfield,vt,United States,triangle,300.0,5 minutes,1/31/2011,43.2983333,-72.4827778,1/11/2011,19:45,"(43.174, 44.712]","(-72.787, -3.381]"
yonkers,ny,United States,diamond,600.0,10 minutes,12/12/2011,40.9311111,-73.8991667,11/1/2011,20:15,"(40.655, 41.246]","(-74.629, -72.787]"
nomran,ok,United States,fireball,120.0,1-2 minutes,12/12/2011,35.222567,-97.439478,11/1/2011,20:30,"(34.148, 35.227]","(-104.058, -96.949]"
woodmere,ny,United States,sphere,480.0,8  minutes,12/12/2011,40.6319444,-73.7130556,11/1/2011,20:32,"(39.927, 40.655]","(-74.629, -72.787]"
brandon,ms,United States,flash,1.0,less than 1 second,1/31/2011,32.2730556,-89.9858333,1/11/2011,20:40,"(30.421, 32.776]","(-90.198, -87.821]"
denham springs,la,United States,circle,36000.0,10 hours,12/12/2011,30.4866667,-90.9561111,11/1/2011,20:48,"(30.421, 32.776]","(-93.855, -90.198]"
goldsboro,nc,United States,fireball,30.0,about 30 seconds,2/3/2012,35.3847222,-77.9930556,11/1/2011,21:00,"(35.227, 36.2]","(-79.417, -76.978]"
pearl,ms,United States,light,600.0,approx. 10 min.,1/31/2011,32.2744444,-90.1319444,1/11/2011,21:00,"(30.421, 32.776]","(-90.198, -87.821]"
menomonie,wi,United States,light,300.0,5 minutes,12/12/2011,44.8755556,-91.9191667,11/1/2011,21:05,"(44.712, 46.73]","(-93.855, -90.198]"
vicksburg,ms,United States,fireball,4.0,4 seconds,1/31/2011,32.3525,-90.8777778,1/11/2011,21:15,"(30.421, 32.776]","(-93.855, -90.198]"
elgin,il,United States,light,30.0,20 -30 seconds,12/12/2011,42.0372222,-88.2811111,11/1/2011,22:15,"(41.721, 42.439]","(-90.198, -87.821]"
washingtonville,ny,United States,triangle,300.0,5 minutes,12/23/2013,41.4277778,-74.1663889,11/1/2011,22:30,"(41.246, 41.721]","(-74.629, -72.787]"
sterling heights,mi,United States,light,2.0,2 seconds,12/12/2011,42.5802778,-83.0302778,11/1/2011,23:00,"(42.439, 43.174]","(-83.971, -82.495]"
round mountain,tx,United States,light,15.0,15 seconds,12/12/2011,30.4313889,-98.3444444,11/1/2011,23:10,"(30.421, 32.776]","(-104.058, -96.949]"
centre hall,pa,United States,changing,1200.0,20 minutes,1/31/2011,40.8475,-77.6863889,1/11/2011,23:43,"(40.655, 41.246]","(-79.417, -76.978]"
merced,ca,United States,light,60.0,~1 minute,11/4/2012,37.3022222,-120.4819444,11/1/2012,00:00,"(36.2, 37.669]","(-121.787, -118.34]"
trumbull,ct,United States,rectangle,60.0,1 minute,1/12/2012,41.2427778,-73.2011111,1/11/2012,05:30,"(40.655, 41.246]","(-74.629, -72.787]"
lewes,de,United States,triangle,4.0,4 seconds,11/4/2012,38.7744444,-75.1397222,11/1/2012,05:56,"(38.582, 39.162]","(-76.978, -74.629]"
loretto,ne,United States,disk,8.0,8 seconds,4/18/2014,41.7647222,-98.0802778,11/1/2012,09:40,"(41.721, 42.439]","(-104.058, -96.949]"
corona/riverside,ca,United States,formation,300.0,5 minutes,1/12/2012,33.875294,-117.566438,1/11/2012,11:15,"(33.631, 34.148]","(-118.34, -116.419]"
edmonton (canada),ab,Canada,unknown,1200.0,20 minutes,1/12/2012,53.55,-113.5,1/11/2012,11:15,"(48.88, 70.292]","(-116.419, -111.694]"
san antonio,tx,United States,disk,480.0,8 minutes,1/12/2012,29.4238889,-98.4933333,1/11/2012,13:15,"(27.9, 30.421]","(-104.058, -96.949]"
rifle,co,United States,cone,7200.0,2 hours,9/30/2013,39.5347222,-107.7825,11/1/2012,16:00,"(39.162, 39.927]","(-111.694, -104.058]"
franklin,nc,United States,unknown,1800.0,about 20-30 minutes,11/4/2012,35.1822222,-83.3816667,11/1/2012,16:30,"(34.148, 35.227]","(-83.971, -82.495]"
collinsville,il,United States,unknown,180.0,2-3 minutes,1/12/2012,38.6702778,-89.9844444,1/11/2012,17:01,"(38.582, 39.162]","(-90.198, -87.821]"
marysville,wa,United States,unknown,600.0,10 minutes,1/24/2012,48.0519444,-122.1758333,1/11/2012,17:20,"(46.73, 48.88]","(-122.483, -121.787]"
wallingford,ct,United States,light,1800.0,30 mins,1/24/2012,41.4569444,-72.8236111,1/11/2012,17:30,"(41.246, 41.721]","(-74.629, -72.787]"
hershey,pa,United States,oval,1800.0,2:30 min,1/12/2012,40.2858333,-76.6505556,1/11/2012,17:36,"(39.927, 40.655]","(-76.978, -74.629]"
manama (bahrain),,Bahrain,unknown,20.0,20 seconds,11/19/2012,26.216667,50.583333,1/11/2012,18:12,"(-46.165, 27.9]","(-3.381, 178.018]"
russell,ny,United States,formation,10.0,10 seconds,1/12/2012,44.4294444,-75.1502778,1/11/2012,18:25,"(43.174, 44.712]","(-76.978, -74.629]"
saranac lake,ny,United States,formation,10.0,10 seconds,1/12/2012,44.3294444,-74.1316667,1/11/2012,18:30,"(43.174, 44.712]","(-74.629, -72.787]"
